ID,var_rpta_alt,Prob_uno
440173#760775#319567,0.0,0.10157877223677322
442984#720980#359362,,
552594#639992#440350,,
576414#385052#694806,,
560396#1003964#76378,0.0,0.3682444364389592
544823#866439#213903,,
9194#1025670#54672,1.0,0.8950949310856088
290724#807660#272682,1.0,0.9357849532036557
530843#263372#819616,1.0,0.7944927180399312
107783#692087#388255,,
70803#436848#643431,0.0,0.16996567342874205
211885#802005#278337,,
446279#759798#320544,,
264024#611941#468401,,
193260#980584#99758,,
65778#256218#826766,,
235978#198338#889925,,
590023#172635#915491,,
626504#683556#396786,,
629920#228389#854435,,
197602#1042672#37670,,
412049#142919#945176,,
301748#513514#566828,,
478513#884913#195429,,
193245#606920#473422,1.0,0.647922221626402
193290#1006753#73589,,
245382#479944#600398,,
160609#1071834#8508,,
53528#439720#640586,0.0,0.05124759053865154
202496#564525#515817,,
171737#114820#973000,,
142764#650690#429652,0.0,0.3501497623717846
72606#984659#95683,1.0,0.9672377013167146
411185#162516#925596,,
341009#881844#198498,,
167842#955562#124780,,
243067#574984#505358,,
626457#770963#309379,,
258756#854117#226225,,
484081#59049#1045925,0.0,0.09858278998023859
308602#718574#361768,,
558028#992380#87962,,
596135#186078#902072,1.0,0.8703760448143651
508953#757667#322675,,
615703#1033661#46681,,
604085#210296#872443,,
344411#1033713#46629,,
233656#390359#689528,,
421342#466889#613453,,
529462#841937#238405,,
571571#266868#816140,1.0,0.9544551218634805
191688#781190#299152,,
437311#406043#673881,,
378556#704312#376030,,
538767#202918#882314,,
26822#99896#987887,,
196205#431725#648333,,
302739#817615#262727,,
160709#93679#994096,,
525744#663427#416915,0.0,0.07035689405139572
279050#364593#715259,,
64905#836405#243937,,
86505#1003940#76402,,
226926#815070#265272,,
4952#715767#364575,,
222497#564466#515876,0.0,0.08652910855082067
239792#803265#277077,,
258485#1009389#70953,,
528548#843013#237329,,
565161#695437#384905,,
193725#201432#886838,,
556430#74452#1030597,,
117243#747538#332804,0.0,0.06824581884473511
589146#541231#539111,,
519745#327951#755191,,
272453#136203#951892,,
131611#188772#899416,,
451059#285315#797742,0.0,0.17778307146947736
22425#131153#956697,0.0,0.22705036684306498
468066#724720#355622,,
442485#39868#1065223,,
327062#576575#503767,,
335753#447444#632903,,
617523#49293#1055539,1.0,0.8260858571262895
511266#57511#1047451,0.0,0.016588707508054322
190167#793871#286471,0.0,0.1944161361525994
237974#1010767#69575,0.0,0.18227575024966744
320145#632549#447793,,
489136#1012190#68152,1.0,0.628341582335431
3563#237773#845204,1.0,0.9168156938171986
267658#588294#492048,,
192375#110429#977369,0.0,0.1724115680130927
523253#353498#726371,,
69057#495504#584838,,
349551#194630#893625,0.0,0.3728041848077024
600739#333740#746839,,
409228#448641#631716,,
279847#428343#651655,,
162869#316027#767113,,
346121#423681#656302,1.0,0.9378632042626651
509751#47282#1057541,,
617319#153934#934181,,
560664#652870#427472,,
412532#543787#536555,,
369382#50381#1054486,,
259705#280129#802915,,
371843#126536#961298,1.0,0.8797610728732712
170522#113848#973966,0.0,0.21201732661928963
511467#390785#689119,,
267000#767829#312513,,
110199#557243#523099,0.0,0.13865837150068136
297272#842373#237969,0.0,0.27339923819980355
325667#327670#755462,,
68545#621556#458786,0.0,0.08155172572693883
262075#521009#559333,0.0,0.27776980708397825
514472#896802#183540,1.0,0.8612338509199822
414665#94755#993019,,
302441#1041849#38493,,
31053#674800#405542,,
132132#498346#581996,0.0,0.09357975665425035
388231#591252#489090,,
148890#330654#750055,,
404877#867315#213027,,
25860#407677#672239,0.0,0.18457749665284867
417352#882669#197673,,
88593#902546#177796,,
179448#872771#207571,,
116951#290382#792674,,
296565#486890#593452,,
586016#485202#595140,0.0,0.08058190492648275
278078#765712#314630,,
202842#230807#852028,0.0,0.04141938268896038
458472#880170#200172,,
97672#571299#509043,1.0,0.7424170472373834
491573#723869#356473,,
109406#223936#858865,,
468707#1036336#44006,,
389813#177271#910839,1.0,0.9229500759824708
571070#978736#101606,,
600231#319895#763255,,
285438#489857#590485,,
180038#259912#823069,,
396044#217129#865640,,
481918#268829#814184,1.0,0.7435189668879193
418234#807545#272797,,
51629#1030560#49782,,
115401#238550#844446,,
358294#727484#352858,,
269166#1049501#30841,1.0,0.9938088471768621
276159#401729#678188,,
542980#42169#1062934,,
53515#158028#930076,,
634586#678806#401536,,
347481#54414#1050534,0.0,0.05449593089249882
618710#492844#587498,,
260902#604797#475545,,
510838#587867#492475,1.0,0.9298861708057944
252859#518215#562127,,
116667#482395#597947,,
294765#434843#645349,,
573222#889070#191272,,
623826#267578#815436,,
424866#1053820#26522,1.0,0.8912693555774812
113541#1062455#17887,,
330612#645508#434834,1.0,0.568316147234845
362351#182018#906117,,
269078#472727#607615,,
599381#222941#859858,,
383380#274255#808766,,
199792#860442#219900,0.0,0.4015342047523384
60233#498443#581899,,
503202#545720#534622,0.0,0.45945592278153913
259074#475302#605040,,
110295#855296#225046,,
343769#490816#589526,,
510332#890560#189782,1.0,0.8228331610932653
233229#1029133#51209,,
78469#177776#910341,,
551307#324329#758798,,
533098#885970#194372,,
162118#289400#793661,0.0,0.04126080960336552
90635#995250#85092,0.0,0.09250418131461212
31455#821056#259286,,
467139#853719#226623,,
468489#419665#660329,,
518189#224035#858766,,
476798#108883#978914,,
414310#157149#930950,,
576331#929288#151054,,
458443#1016996#63346,,
619095#1077145#3197,1.0,0.5168652867234447
272432#40961#1064143,,
401867#328010#755135,,
10371#440168#640141,1.0,0.9903809406198057
352879#735661#344681,,
79008#104895#982878,,
331087#673928#406414,0.0,0.044345940872775845
617462#1022999#57343,,
592396#760130#320212,,
57691#193328#894919,,
342128#354729#725138,0.0,0.27816077218853485
485812#117985#969843,,
575711#659934#420408,1.0,0.9064643268918058
361640#833271#247071,,
217584#1063352#16990,0.0,0.10818435925817756
157612#559657#520685,0.0,0.4882113572252524
546857#51575#1053366,,
437030#817729#262613,,
19089#243672#839328,,
422817#686399#393943,,
300399#1054833#25509,,
550002#775737#304605,0.0,0.2632175198041344
165004#210666#872079,,
439822#437975#642319,,
204815#1072676#7666,,
91526#790821#289521,,
605171#676220#404122,,
15285#738742#341600,,
261592#619954#460388,,
544288#492171#588171,0.0,0.2335745745592684
195315#583124#497218,0.0,0.04818616088697127
295412#455572#624763,,
242515#247508#835497,,
88064#303718#779388,,
457599#494453#585889,,
474841#374275#705577,,
415146#757010#323332,0.0,0.1650294248175082
517564#340980#739663,,
123367#833822#246520,,
408622#163871#924246,,
48177#1022559#57783,,
81489#529174#551168,1.0,0.853014500147709
13766#359999#719864,,
157803#1037640#42702,,
151037#799684#280658,,
374016#1061112#19230,,
511098#991561#88781,,
253953#609916#470426,0.0,0.3331179619120589
452953#799178#281164,0.0,0.28472730365779453
550809#888225#192117,0.0,0.06581939342061707
242351#439259#641046,,
211024#302712#780400,,
269037#512897#567445,0.0,0.33619222511900815
147616#142951#945146,0.0,0.052392670861666074
105881#691848#388494,0.0,0.3779742202125196
245732#980784#99558,0.0,0.47959666163419773
6478#138844#949254,,
514200#494744#585598,0.0,0.06329643347350498
351734#611298#469044,,
13113#37600#1067462,,
414596#113441#974372,,
94849#213819#868941,,
189418#707207#373135,,
286192#236248#846674,,
96619#143338#944767,,
118617#640670#439672,,
252941#114200#973619,,
205597#433580#646554,,
50564#1021139#59203,,
312853#983741#96601,1.0,0.861200950210439
7184#1025055#55287,,
407241#274576#808445,,
384094#97559#990206,,
104081#237972#845007,,
556423#316927#766217,,
310089#608190#472152,,
395948#742019#338323,,
160863#244165#838835,0.0,0.32668065743902414
180981#706887#373455,,
309117#1006704#73638,,
406558#808358#271984,,
185339#319342#763804,,
161406#294510#788582,,
330782#572165#508177,,
408085#403259#676660,,
216761#795836#284506,,
684#196279#891979,,
375985#349801#730957,,
43653#794575#285767,,
342144#294072#789014,,
297018#689626#390716,,
474968#182922#905212,,
73731#564805#515537,,
320620#869495#210847,0.0,0.06524792697365671
179417#524487#555855,,
331130#231433#851404,,
392610#807409#272933,,
173756#1080273#69,,
486214#290766#792289,,
413628#253191#829811,0.0,0.11201026529966339
260639#101179#986596,,
86226#538123#542219,,
414271#380952#698906,,
109705#1023069#57273,,
558167#665747#414595,0.0,0.28409193002899885
22965#995001#85341,,
326466#313738#769400,,
255679#619494#460848,0.0,0.15482621145847505
317953#363751#716099,1.0,0.9871353542394244
588997#736661#343681,1.0,0.5174390212220891
494018#634046#446296,0.0,0.36308974285736045
283935#841846#238496,,
299809#348685#732062,,
166379#754925#325417,,
107137#834646#245696,,
480348#326137#756999,,
528424#657123#423219,0.0,0.38678693796897073
278006#276715#806313,,
147142#206072#879204,,
62176#667514#412828,,
158414#843646#236696,,
631123#661653#418689,0.0,0.298891326265049
319482#187286#900868,1.0,0.9641526382449661
615346#392209#687692,,
421579#198183#890080,,
55361#815452#264890,,
561630#383562#696291,1.0,0.8870369927126166
410424#982671#97671,,
422759#459066#621275,,
376724#960205#120137,,
443739#447749#632602,,
623274#451313#629047,,
235534#766242#314100,,
582662#159261#928847,,
422027#58614#1046368,,
330358#751392#328950,,
277187#977764#102578,,
329317#684952#395390,,
22158#838763#241579,,
467714#373328#706525,0.0,0.026015941305992978
376375#533174#547168,,
227024#848188#232154,0.0,0.33156542027482044
93370#941779#138563,0.0,0.06698694503760351
7363#675879#404463,,
609581#441353#638962,,
267846#141852#946250,,
585118#89080#1016225,0.0,0.16467129233096572
564292#227700#855130,,
371376#1038285#42057,,
533838#1027894#52448,0.0,0.0513111707336396
257264#628776#451566,1.0,0.9801538372249299
582850#426428#653551,,
21270#545924#534418,1.0,0.9181583518538637
415378#189984#898251,0.0,0.2651222474974615
228750#416585#663409,,
35737#1026553#53789,,
407900#373435#706417,,
570061#824361#255981,,
384772#619835#460507,,
587320#401804#678110,,
297871#152622#935476,,
226417#944009#136333,,
259859#482034#598308,,
424583#750022#330320,1.0,0.9302838138555267
291129#868048#212294,0.0,0.06259243192754838
26394#928261#152081,,
529847#1015314#65028,,
26589#743853#336489,,
427801#827156#253186,,
324481#1051035#29307,,
26875#406006#673918,,
360425#254596#828395,,
361487#552930#527412,,
416891#286078#796988,,
239357#383195#696656,0.0,0.05186745560277061
66558#651989#428353,,
570481#879621#200721,0.0,0.030605543926651498
518245#638127#442215,1.0,0.8186798310554313
220198#711531#368811,,
415992#137860#950245,,
123458#188898#899295,,
188117#176240#911859,,
374885#731119#349223,,
585901#1012915#67427,,
97734#615021#465321,,
215554#371400#708449,0.0,0.032702350339217964
204446#872456#207886,,
538596#295404#787691,,
581047#571401#508941,,
471392#188260#899907,,
31136#508275#572067,0.0,0.3899525805638554
442733#994954#85388,,
400640#424156#655828,,
13946#35059#1069994,,
332489#644848#435494,,
468489#274365#808658,,
265200#599737#480605,,
442252#1056967#23375,,
359358#39304#1065792,1.0,0.5083352194931429
275715#86519#1018746,1.0,0.5943468443874257
547986#54786#1050162,,
613537#658628#421714,,
410846#438101#642199,,
601682#165729#922390,0.0,0.29981758784060286
56595#995686#84656,,
441644#513463#566879,,
266267#997300#83042,,
312121#691737#388605,,
282578#657322#423020,0.0,0.2523740439771386
549130#754749#325593,,
23044#595773#484569,1.0,0.9398790773447347
8904#876197#204145,,
608055#858464#221878,0.0,0.3445502104751743
30736#710154#370188,1.0,0.919443742919678
343763#57279#1047678,1.0,0.9723391743802481
341810#372751#707102,,
306867#832727#247615,,
627219#333805#746776,,
209171#464607#615735,0.0,0.37507148377335486
532133#487488#592854,,
461440#636422#443920,0.0,0.12668039042659426
421280#144480#943618,,
412885#1048245#32097,,
273624#612662#467680,,
21823#508250#572092,,
88673#120964#966860,,
575098#819118#261224,,
325916#983991#96351,1.0,0.9124417046109037
114067#229388#853449,,
547378#837724#242618,,
136729#529893#550449,,
341518#918377#161965,,
300634#527961#552381,,
393586#1006371#73971,,
232918#1077320#3022,,
493783#343750#736927,,
226275#87646#1017633,,
390458#383792#696064,,
330293#60687#1044290,,
2413#134449#953602,0.0,0.16806540332142156
497811#816589#263753,,
8084#948207#132135,0.0,0.18328225795168251
416403#127167#960674,0.0,0.26013511531390876
413305#556072#524270,,
382092#1053576#26766,0.0,0.48416182454901907
30772#868835#211507,,
327648#214397#868362,0.0,0.0672299906658211
137403#160582#927524,,
483682#871050#209292,,
364761#194174#894079,,
153584#403685#676236,,
350798#967040#113302,,
362468#1007180#73162,,
614966#772832#307510,,
307174#945696#134646,1.0,0.8221114126819902
193245#606903#473439,0.0,0.3872581957571634
274768#1065429#14913,0.0,0.10742439276135278
190134#727871#352471,,
439167#657956#422386,,
54694#387709#692145,,
445121#362031#717826,,
524860#654963#425379,0.0,0.07274313444759244
394347#620268#460074,0.0,0.2622892947665577
395162#792176#288166,0.0,0.3244385620212654
521559#647558#432784,,
208505#753148#327194,,
631828#168657#919475,,
258901#270643#812362,,
510626#127530#960320,,
263255#668938#411404,,
262250#1049778#30564,1.0,0.6640562468087037
135687#657693#422649,,
284363#1007088#73254,0.0,0.0856466042874929
492903#114644#973178,0.0,0.28131390169802617
257585#284368#798691,,
32996#459718#620625,1.0,0.8697970596820954
112446#845359#234983,0.0,0.39878740974861177
437387#177405#910709,,
291173#1020710#59632,,
26138#954250#126092,,
232047#953461#126881,0.0,0.07834520996607203
444014#731577#348765,,
307444#555614#524728,,
332619#168068#920065,,
561066#483305#597037,0.0,0.28770341773782937
388013#1071447#8895,,
556861#155325#932780,,
178632#144452#943646,,
140071#233543#849289,,
279619#895321#185021,,
395897#403620#677432,,
409709#890088#190254,,
411738#1004988#75354,0.0,0.0843301542609425
517900#1024751#55591,,
379248#239289#843725,,
145253#522594#557748,,
319930#447011#633338,,
295574#1033665#46677,,
50042#844831#235511,,
465238#242347#840668,,
612509#63398#1041598,1.0,0.9911832895957235
127489#137111#950993,1.0,0.934644629833495
391435#609419#470923,0.0,0.2764870748424161
619993#1063457#16885,0.0,0.049581271856403424
139046#461482#618859,,
75499#187193#900958,0.0,0.050408141869050536
19987#643075#437267,,
254617#615597#464745,,
578387#1038307#42035,,
132839#689199#391143,0.0,0.0793827877945233
549150#776797#303545,,
120657#372148#707706,0.0,0.050618191712542684
214453#490947#589395,,
168827#137766#950339,,
363484#1001241#79101,,
152927#322858#760278,0.0,0.0280651661826958
302769#507421#572921,0.0,0.36535401005542556
429633#1055170#25172,,
110391#150584#937512,,
83653#446983#633366,,
479496#860739#219603,,
107282#686597#393745,,
533606#502359#577983,,
163867#176022#912076,0.0,0.12335534088810263
548786#262922#820066,,
515199#944883#135459,,
494442#725631#354711,,
320212#310166#772974,,
504849#49103#1055724,0.0,0.3120883132712335
496107#739796#340546,,
304596#567434#512908,1.0,0.8629220786904304
130346#977557#102785,1.0,0.9786466190539753
11958#332108#748458,,
71819#168107#920026,0.0,0.022782104489938296
271934#597704#482638,1.0,0.8559626351410249
477200#637125#443217,,
577822#356780#723082,,
277712#1009691#70651,,
558356#346884#733827,,
334004#413417#666498,,
229256#1068868#11474,,
12007#517397#562945,0.0,0.24530848771155714
498592#801128#279214,0.0,0.05300115662740783
548647#1018504#61838,,
625471#304360#778746,,
370681#61477#1043507,,
521149#335634#744951,,
411229#749020#331322,,
264672#604137#476205,,
562622#379133#700723,,
222668#732087#348255,,
536485#385664#694188,,
74860#785059#295283,,
573419#261084#821898,,
556800#250239#832758,,
528402#118549#969284,,
2319#101519#986252,0.0,0.4349874540017969
85634#395896#684011,,
78228#725516#354826,0.0,0.36573006946429476
284500#117619#970205,,
55919#961289#119053,,
300504#313325#769810,,
617549#450832#629534,,
342901#407289#672627,,
188579#447618#632729,,
464639#824010#256332,,
260171#198339#889924,,
227552#720742#359600,,
520024#295694#787404,,
89495#1026037#54305,,
195977#249584#833417,,
507825#160612#927495,,
439737#361239#718623,,
47355#285913#797152,1.0,0.8141742059637894
386315#336134#744453,,
612460#223365#859434,,
187834#1004142#76200,,
597213#378962#700895,0.0,0.0938472099825457
598095#644292#436050,,
363114#267818#815192,,
255383#604662#475680,1.0,0.9805037098564603
228864#845241#235101,,
594029#211623#871132,,
508010#97774#989992,0.0,0.058583680989041424
366749#713173#367169,,
64662#866942#213400,,
382184#1041061#39281,,
81372#952154#128188,0.0,0.05984603864860686
4595#560746#519596,,
72986#233283#849545,,
365425#469829#610513,1.0,0.8322612337039217
199859#237956#845022,,
265204#274615#808405,0.0,0.42317818753292313
274786#1042079#38263,0.0,0.46102324771956144
84838#198252#890011,,
35229#629206#451136,,
206416#443479#636833,,
217867#325097#758035,1.0,0.8933418841238329
184309#227798#855031,,
124057#570555#509787,,
615675#395913#683994,,
460938#542490#537852,,
546329#664805#415537,0.0,0.09523007446107576
363700#1040123#40219,,
240582#203650#881592,,
287949#438119#642182,,
29470#33571#1071457,0.0,0.03135889058719845
64310#649524#430818,,
202917#414775#665161,,
275057#433683#646456,0.0,0.19845866484021682
58948#644709#435633,,
156589#949714#130628,,
263571#278133#804905,1.0,0.898078611951923
350162#69767#1035285,1.0,0.9325693267667651
8168#842453#237889,,
525929#1014484#65858,1.0,0.9851008471543888
47098#664065#416277,0.0,0.3215023565066725
243923#286508#796554,,
16528#426103#653872,,
510475#334003#746574,,
589866#435599#644627,,
509147#762823#317519,,
104069#216274#866496,,
540159#1044117#36225,,
287463#618811#461531,,
323218#573369#506973,,
257991#212872#869886,,
123997#750407#329935,0.0,0.44660826368344564
327835#313702#769437,,
498919#901427#178915,,
527380#183332#904805,1.0,0.9374363470281651
173908#805105#275237,,
213922#739312#341030,,
214438#739007#341335,,
277764#726186#354156,,
439920#861477#218865,,
371066#401919#677998,0.0,0.20489748041461428
192753#607083#473259,1.0,0.5050976257244837
171731#710817#369525,,
529769#445952#634380,,
131475#700120#380222,,
581893#444137#636187,,
524187#231477#851360,,
33836#205065#880188,,
93622#227406#855421,0.0,0.3401225414772484
170509#951417#128925,0.0,0.40878725901809143
151592#959843#120499,,
255395#1029802#50540,,
6174#226825#855990,,
17104#508980#571362,1.0,0.9143483956647859
557587#1030456#49886,,
411912#271710#811303,,
192684#435809#644422,0.0,0.042308574407838674
193125#515543#564799,,
255303#748961#331381,,
594430#177451#910664,,
494990#378808#701046,,
442754#952648#127694,,
12113#882066#198276,,
425062#189946#898289,,
620159#199930#888339,0.0,0.35351661811845186
189964#986215#94127,,
273363#97828#989937,,
340965#295438#787656,,
194619#895286#185056,,
468076#321402#761749,,
545907#831469#248873,0.0,0.05339323899069755
439893#897183#183159,,
424051#806426#273916,,
589900#759137#321205,,
128639#656975#423367,0.0,0.10627743252834833
124394#650291#430051,,
542464#491920#588422,,
451232#881362#198980,,
20733#793826#286516,0.0,0.3586112421094722
254690#159919#928182,,
371359#970135#110207,,
375870#172736#915388,,
7411#775255#305087,,
446799#785731#294611,,
468870#1026584#53758,,
353261#866931#213411,,
457282#508220#572122,1.0,0.7239370302522945
181861#599569#480773,0.0,0.40055180464315004
159402#313032#770105,,
602764#107504#980291,,
314851#808029#272313,,
549919#593000#487342,,
317460#968438#111904,,
598232#532707#547635,,
155875#919188#161154,0.0,0.3156653754471134
441418#380934#698924,,
554983#945842#134500,0.0,0.35459614641989756
618713#808918#271424,,
434120#286775#796284,,
15308#271368#811645,,
261562#999881#80461,,
425675#1067216#13126,,
302278#882783#197559,0.0,0.23181201867016907
315482#812425#267917,,
84934#448852#631505,0.0,0.4832164524522027
593970#71661#1033398,,
325808#402754#677167,,
32776#599530#480812,,
113232#980155#100187,,
426393#304445#778661,,
561370#945846#134496,,
304878#111081#976727,,
596059#522344#557998,,
557876#364747#715106,,
609248#317322#765820,0.0,0.22069473315688376
552652#946519#133823,1.0,0.8705719562442144
345115#54606#1050343,,
527442#778741#301601,,
479246#353592#726275,,
544279#974944#105398,,
170325#265093#817896,,
69048#946978#133364,,
425678#730562#349780,,
263842#987524#92818,,
385527#466312#614030,,
526195#405493#674428,,
583676#197933#890330,,
174359#360700#719162,,
601228#704959#375383,,
213493#137455#950655,,
68526#262468#820516,,
207113#624314#456028,,
126711#113832#973982,1.0,0.9503341856250485
328105#412622#667293,,
300645#221682#861108,,
540797#332472#748107,,
45729#108221#979574,,
229457#728575#351767,1.0,0.8441715370887961
91518#866807#213535,,
304113#576803#503539,,
21552#35795#1069258,,
629320#830217#250125,,
233396#631264#449078,1.0,0.9487010303908313
156016#531970#548372,,
119422#355691#724172,,
431662#815610#264732,,
421935#179502#908620,,
554366#175169#912936,,
479478#1003195#77147,,
237627#155793#932306,,
312564#477206#603136,0.0,0.2731718121037012
153771#213554#869209,,
200621#1024615#55727,,
510095#793832#286510,,
46577#637253#443089,0.0,0.2722562033070836
342159#862865#217477,,
372716#417750#662247,,
241622#81620#1023626,,
94963#161765#926340,,
255304#645656#434686,,
187771#218686#864092,,
322648#287417#795655,,
42691#545956#534386,,
354158#951259#129083,0.0,0.2940284867163583
32589#649510#430832,,
113086#317613#765530,,
469651#555385#524957,1.0,0.5441620442603564
531127#539225#541117,,
418521#94729#993044,1.0,0.7075000567386969
133301#157551#930549,0.0,0.026238567139281035
199271#963383#116959,,
317049#170758#917380,,
388048#952634#127708,,
60375#503574#576768,,
78081#226358#856456,,
545838#217903#864868,,
424201#135763#952327,0.0,0.21704505304268865
291590#797597#282745,,
507305#401738#678179,,
584468#418445#661550,,
584334#323344#759788,,
116797#457017#623305,,
212682#236796#846142,,
538297#505858#574484,,
103582#1037122#43220,,
406731#904051#176291,0.0,0.20962209030415888
391435#609605#470737,0.0,0.3024036150390354
4001#813298#267044,,
30038#1054729#25613,1.0,0.9056609196180517
21163#851765#228577,0.0,0.19199984827107291
371476#112361#975452,,
462807#625359#454983,,
574496#368688#711171,,
44938#536565#543777,0.0,0.06268495804598764
227900#955252#125090,0.0,0.25839472868897884
464259#675022#405320,0.0,0.30776277142434233
581632#1010363#69979,,
180611#650307#430035,,
343650#918684#161658,,
39899#173325#914797,,
304290#728153#352189,,
127601#213510#869251,,
490910#835975#244367,,
259667#290106#792951,,
117128#540924#539418,0.0,0.38990690527147476
192375#232586#850247,0.0,0.17851295867775338
215403#587920#492422,0.0,0.3091687873528434
197001#238316#844670,,
541190#868376#211966,0.0,0.05174627544994933
415755#668995#411347,,
25396#830524#249818,0.0,0.2629427112310106
314562#780110#300232,,
497159#832224#248118,,
539844#1044037#36305,1.0,0.6665129780712442
269622#974660#105682,,
622805#1066604#13738,1.0,0.8899312229758707
408546#746965#333377,,
274098#851115#229227,,
173364#675352#404990,,
266863#599189#481153,1.0,0.6478888487570275
227144#857282#223060,,
270609#758119#322223,,
452725#119390#968437,,
621091#159591#928510,,
426128#55103#1049848,1.0,0.9188195412025374
307664#1037345#42997,,
291825#1021389#58953,0.0,0.283683918240836
117097#184439#903698,,
34108#338898#741747,,
458068#1016664#63678,,
453260#35110#1069944,,
423041#814695#265647,,
356447#358003#721859,,
472445#346945#733765,,
504417#95636#992140,0.0,0.32347602849909707
492826#833597#246745,0.0,0.12259464592447838
439789#736552#343790,,
13153#806940#273402,0.0,0.47788046008890483
14229#344891#735788,,
571824#249999#833001,,
317143#1014545#65797,,
544378#1022436#57906,,
281403#643024#437318,,
417135#575510#504832,1.0,0.5465345445560268
260473#975126#105216,,
172212#99449#988333,,
270848#546717#533625,0.0,0.36563655847231247
589958#230040#852792,,
425552#387890#691962,,
193125#515535#564807,,
541556#353452#726417,,
443893#442199#638109,,
131815#875662#204680,0.0,0.06576681079815341
560274#652767#427575,0.0,0.08827907564020561
592230#1069577#10765,,
524341#470658#609684,,
448834#869060#211282,,
357561#475334#605008,,
226191#1063514#16828,1.0,0.9888751430425605
595273#540328#540014,,
168104#528418#551924,0.0,0.16526569335832034
179761#164154#923961,,
629375#1054154#26188,,
531968#663339#417003,1.0,0.8695021108557838
237732#362029#717828,,
279207#770927#309415,,
594421#685247#395095,,
218440#189158#899051,1.0,0.8957370703032881
601381#542992#537350,0.0,0.12332708217305371
80079#1063473#16869,,
595671#221308#861484,0.0,0.18131530932972867
256665#91562#996201,1.0,0.9643379710121477
188079#494982#585360,1.0,0.922728426746208
606014#823530#256812,,
14967#642952#437390,,
67409#789660#290682,,
334612#912325#168017,,
311073#1041072#39270,,
347574#147779#940315,,
164357#760789#319553,,
507368#763347#316995,1.0,0.9023193836574449
530101#1039968#40374,,
334498#768103#312239,,
220347#102198#985573,1.0,0.9498296607683292
223635#848403#231939,,
453623#984851#95491,,
243100#874885#205457,,
209354#148530#939565,,
162451#547881#532461,,
321904#158729#929383,,
147575#199232#889034,1.0,0.8273835887291983
560013#130024#957818,0.0,0.047059180685150116
35692#328943#751748,,
71427#967994#112348,,
396111#369241#710618,,
411914#906400#173942,0.0,0.21249577049141896
67222#565614#514728,,
316829#252019#830989,,
433643#942738#137604,,
